상호명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,위도,경도
그냥밥집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5759342259789,127.032894569521
또래끼리,한식,백반/한정식,한식 일반 음식점업,안암동,37.5874852885883,127.029563427519
마치옛떡,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5943738053048,127.019214576227
철든돼지,한식,돼지고기 구이/찜,한식 육류 요리 전문점,종암동,37.5981925097636,127.034305206537
카페브레멘,비알코올 ,카페,커피 전문점,청량리동,37.5867395742377,127.052003378323
팽팽,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5882642494493,127.009443820658
명성오리,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5822934380768,127.044802336772
신천순대국,한식,국/탕/찌개류,한식 일반 음식점업,동선동,37.5907607743581,127.017065274141
신의한수매운갈비찜,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5922821791798,127.017985116217
작스,비알코올 ,카페,커피 전문점,보문동,37.5839954847871,127.018331751029
치킨마루한성대점,기타 간이,치킨,치킨 전문점,삼선동,37.5876460975557,127.008795289714
나리야,주점,요리 주점,기타 주점업,삼선동,37.59120171652,127.015915815957
전라도고흥집,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5809305287267,127.044514060519
마르니,주점,요리 주점,기타 주점업,안암동,37.5865241614483,127.029926908018
종로빈대떡,주점,요리 주점,기타 주점업,동선동,37.593654777216,127.017265008106
송가네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5772566782754,127.031541557298
로뎀나무아래서,비알코올 ,카페,커피 전문점,삼선동,37.5880080140128,127.012198673001
노랑통닭고대점,기타 간이,치킨,치킨 전문점,안암동,37.5856943605578,127.029824451433
옛날불고기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,삼선동,37.5887786441843,127.018167025582
돈암동찌개,한식,백반/한정식,한식 일반 음식점업,동선동,37.5924301913192,127.018447436555
영순관,중식,중국집,중식 음식점업,보문동,37.5843016416764,127.01939202796
약주터,주점,요리 주점,기타 주점업,동선동,37.589099246393,127.018796904216
일로하,비알코올 ,카페,커피 전문점,용신동,37.5769754492665,127.035711406854
와가리피순대,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5781280371958,127.027930070537
월드컵,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5779613851819,127.040600844487
도남수산,한식,횟집,한식 일반 음식점업,용신동,37.5779442107892,127.025305905833
홍가네,한식,백반/한정식,한식 일반 음식점업,용신동,37.577612930523,127.038748619493
신용두동쭈꾸미,한식,해산물 구이/찜,한식 해산물 요리 전문점,용신동,37.5783164505494,127.032218437383
꽃밭정이,한식,백반/한정식,한식 일반 음식점업,용신동,37.5769399164715,127.025896378373
쏠래다이닝,서양식,경양식,서양식 음식점업,용신동,37.5756527223339,127.024962181693
임오네쭈꾸미3,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5774529362571,127.031301268393
광주식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5809305287267,127.044514060519
닭스,기타 간이,치킨,치킨 전문점,용신동,37.5771764122039,127.029448166963
남원추어탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5752232215305,127.039617089391
이조갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5735346479094,127.031453911577
육쌈냉면,한식,냉면/밀면,한식 면 요리 전문점,청량리동,37.581070618068,127.045123649799
조개속진주,한식,해산물 구이/찜,한식 육류 요리 전문점,청량리동,37.5813946458687,127.046195091316
청년김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5762684825903,127.024240923322
선길,비알코올 ,카페,커피 전문점,용신동,37.5731448250663,127.031164623758
외할머니댁,한식,백반/한정식,한식 일반 음식점업,용신동,37.5750526050997,127.031966334759
마포원보쌈,한식,족발/보쌈,한식 일반 음식점업,용신동,37.5755421415324,127.025756092921
호박웰빙숯불갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5776312160411,127.025593018542
즐밤,일식,일식 회/초밥,일식 음식점업,용신동,37.5769754492665,127.035711406854
요거프레소,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5750197778093,127.04008386007
동아쏘시오그룹공제회,서양식,경양식,서양식 음식점업,용신동,37.5735285048542,127.029608718594
마장한우소머리국밥,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
굿데이,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5753162508987,127.025679789196
수호명과,기타 간이,빵/도넛,"빵류, 과자류 및 당류 소매업",청량리동,37.5846258246886,127.043527072569
청계분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5727016364828,127.025487442374
참숯불구이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5754852815803,127.025417204239
감탄,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5769754492665,127.035711406854
피자꾼&편안한주방,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",청량리동,37.5858846668493,127.049896898072
던킨도너츠,기타 간이,빵/도넛,제과점업,용신동,37.5745404145486,127.03875415289
매콤달콤,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.5820329004573,127.047126673875
밥사랑,한식,백반/한정식,한식 일반 음식점업,용신동,37.5763068744107,127.031089693102
가비,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5756156475739,127.030306178993
명동칼국수샤브샤브,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5770866293213,127.025113302595
전주콩나물국밥,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5750368309847,127.037751530396
이미자손만두,기타 간이,김밥/만두/분식,한식 일반 음식점업,용신동,37.5748953281286,127.02599093759
요집가먹으러,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5799136711798,127.043564713752
이디야커피,비알코올 ,카페,커피 전문점,청량리동,37.5820329004573,127.047126673875
전주토종순대국,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5745914341886,127.026289237799
시골밥상,한식,백반/한정식,한식 일반 음식점업,용신동,37.5756815291587,127.027361860768
명성,한식,백반/한정식,한식 일반 음식점업,용신동,37.5748123316397,127.037844986301
본죽&비빔밥카페제기동역점,한식,백반/한정식,한식 일반 음식점업,용신동,37.5769754492665,127.035711406854
웅성이네전집,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,청량리동,37.5807484359016,127.04316909401
준이네식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.573758798058,127.023662351297
고향떡집,기타 간이,떡/한과,떡류 제조업,용신동,37.5769754492665,127.035711406854
통나무집,한식,백반/한정식,한식 일반 음식점업,용신동,37.576168770029,127.040657807736
마약고기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5774725128868,127.033689806839
호남식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5770693344357,127.030672249238
오늘숯불바베큐치킨,주점,요리 주점,기타 주점업,용신동,37.5775545529919,127.036009613909
진달래식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5709847709043,127.032562362678
이프로,주점,생맥주 전문,생맥주 전문점,용신동,37.5757602138938,127.040278133942
길식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5737033888616,127.028961168502
엔드롱,비알코올 ,카페,커피 전문점,용신동,37.5750716433219,127.026611291709
굽네치킨용두신설점,기타 간이,치킨,치킨 전문점,용신동,37.5805512648278,127.026766390276
미미식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5775545529919,127.036009613909
커피가게,비알코올 ,카페,기타 비알코올 음료점업,청량리동,37.5828148899939,127.044659808908
보리밥손칼국수,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5725966516424,127.02696048132
원주종가집,한식,백반/한정식,한식 일반 음식점업,청량리동,37.580474186565,127.043795300242
토프레소용두역점,비알코올 ,카페,커피 전문점,용신동,37.5750368309847,127.037751530396
두끼홈플러스,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5745404145486,127.03875415289
홍해바다,한식,횟집,한식 해산물 요리 전문점,용신동,37.5754278597194,127.025010397567
카페이너프,비알코올 ,카페,커피 전문점,용신동,37.5703931121106,127.029638079799
웰빙호프,주점,요리 주점,기타 주점업,용신동,37.5776013034985,127.035114627579
통골뱅이,주점,요리 주점,기타 주점업,청량리동,37.5802777195689,127.044012925681
목포공주네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
브라질커피숍,비알코올 ,카페,커피 전문점,청량리동,37.5799136711798,127.043564713752
친친,중식,중국집,중식 음식점업,용신동,37.5769754492665,127.035711406854
할매순대국,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.5814118803848,127.044983428432
세컨스텝,비알코올 ,카페,커피 전문점,용신동,37.5737059298627,127.024896999114
팔도빈대떡앤보쌈,한식,족발/보쌈,한식 일반 음식점업,용신동,37.5753162508987,127.025679789196
수연,주점,요리 주점,기타 주점업,용신동,37.5767145823349,127.041296112584
추랑,주점,요리 주점,기타 주점업,삼선동,37.5908624189052,127.01520691551
백두산감자탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5731707383683,127.026647354741
청학동,한식,백반/한정식,한식 일반 음식점업,용신동,37.5778079022027,127.033934542017
미소야동소문점,일식,일식 카레/돈가스/덮밥,일식 음식점업,동선동,37.5938818539132,127.016401415988
마늘각시,주점,요리 주점,기타 주점업,용신동,37.5779791082804,127.036139996836
네네치킨,기타 간이,치킨,치킨 전문점,용신동,37.5769754492665,127.035711406854
모닥불,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5905340433805,127.040982992097
카페아임,비알코올 ,카페,커피 전문점,용신동,37.5745914341886,127.026289237799
중국성,중식,중국집,중식 음식점업,청량리동,37.5820329004573,127.047126673875
홍조식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.575290343572,127.025815978188
가정식백반,한식,백반/한정식,한식 일반 음식점업,청량리동,37.585242708195,127.042930410749
성문식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5827352053693,127.043721093174
왕순대,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5776204649858,127.03856738156
한마당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
하루,일식,일식 회/초밥,일식 음식점업,용신동,37.575290343572,127.025815978188
목포집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
중국성,중식,중국집,중식 음식점업,용신동,37.5752599514908,127.025408819978
큰엄마네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
정성을담은가게,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
다시찾고싶은집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
파리바게뜨신설동역점,기타 간이,빵/도넛,제과점업,용신동,37.5758860333365,127.024845929094
곱창,한식,곱창 전골/구이,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
광주식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5868472315999,127.040792518753
윤가네,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5802777195689,127.044012925681
신설동뚝배기,한식,국/탕/찌개류,김밥 및 기타 간이 음식점업,용신동,37.57724992141,127.025247028622
정성식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5825470145989,127.043848043138
아진,한식,백반/한정식,한식 일반 음식점업,용신동,37.5784333336053,127.027801565752
장미식당,주점,요리 주점,기타 주점업,용신동,37.5779478268011,127.035619617316
훈,주점,요리 주점,기타 주점업,용신동,37.5768134550388,127.037943770993
파리바게뜨,기타 간이,빵/도넛,제과점업,청량리동,37.5820329004573,127.047126673875
산촌버섯마을,한식,백반/한정식,한식 일반 음식점업,용신동,37.5752599514908,127.025408819978
오븐마루,기타 간이,치킨,치킨 전문점,용신동,37.5748123316397,127.037844986301
용두차차차단란주점,주점,요리 주점,기타 주점업,용신동,37.5777107443499,127.038588863406
퓨처월드,주점,생맥주 전문,생맥주 전문점,청량리동,37.5811772283404,127.046050680843
BBQ,기타 간이,치킨,치킨 전문점,용신동,37.5769754492665,127.035711406854
기태만두,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,청량리동,37.5812525092808,127.043106033494
조영환의대양한방숯불갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5752710779483,127.037748516156
감자탕과빈대떡고을,한식,백반/한정식,한식 일반 음식점업,용신동,37.5766754521307,127.037594590157
낙원,주점,생맥주 전문,생맥주 전문점,청량리동,37.586913333571,127.041165320482
우리집,한식,백반/한정식,한식 일반 음식점업,청량리동,37.583499043891,127.049044085259
수랏간한식부페,구내식당·뷔페,뷔페,한식 일반 음식점업,용신동,37.5716860887696,127.025806326276
허파식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5771967106801,127.037429383646
쎄븐,비알코올 ,카페,기타 비알코올 음료점업,청량리동,37.5845849959498,127.044048424285
매콤촌,한식,백반/한정식,한식 일반 음식점업,용신동,37.5753096042613,127.03034411048
자산어보,주점,요리 주점,기타 주점업,용신동,37.5735863826742,127.03117022405
이디야,비알코올 ,카페,커피 전문점,용신동,37.5766510073258,127.037911897522
써브웨이한성대점,기타 간이,토스트/샌드위치/샐러드,"피자, 햄버거, 샌드위치 및 유사 음식점업",삼선동,37.5887239609069,127.007320332261
종로빈대떡,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,용신동,37.5727016364828,127.025487442374
두메산골,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5908700111994,127.015036965908
옛날손두부,한식,백반/한정식,한식 일반 음식점업,용신동,37.5750526050997,127.031966334759
신설복집,한식,복 요리 전문,한식 일반 음식점업,용신동,37.5735608993587,127.02588379027
월매네남원추어탕,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.5852630217442,127.043213212635
승호원식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5839707632994,127.044973383924
태백숯불갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5738451777063,127.037472524435
중국성,중식,중국집,중식 음식점업,용신동,37.5760341688768,127.039617995387
정호프,주점,요리 주점,기타 주점업,용신동,37.5771651283804,127.039082692386
엄마손식당,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,안암동,37.5874861262858,127.029665321878
하오하오분식집,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.5820329004573,127.047126673875
고향집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5760577115904,127.040296957917
카페브레송,비알코올 ,카페,커피 전문점,안암동,37.5853806111396,127.030021005722
고대왕빈대떡,주점,요리 주점,기타 주점업,안암동,37.5858295955295,127.029834018799
수정이네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
이판사판회포차,주점,일반 유흥 주점,한식 일반 음식점업,용신동,37.5758627150369,127.030767137911
동강오리앤오매떡,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5865713162679,127.046774433083
풍년해물탕,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.583919754399,127.048699065125
꾸워봐,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5806016950812,127.043963496077
봉평메밀촌,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5860010692876,127.050925774855
토속순대국,한식,국/탕/찌개류,한식 일반 음식점업,청량리동,37.5809305287267,127.044514060519
한국식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5758115388571,127.031118753363
동마곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,용신동,37.5765852308866,127.040901530319
그랑프리빵,기타 간이,빵/도넛,제과점업,청량리동,37.5816561445408,127.045104849471
낙원떡집,기타 간이,떡/한과,떡류 제조업,청량리동,37.5846942303149,127.04307330162
용두삼겹살,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.574358689461,127.030854556533
황실,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5779478268011,127.035619617316
정통삼계탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5706168724226,127.030552116894
경성농장,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5770118747468,127.0390733406
풀코스,주점,요리 주점,기타 주점업,용신동,37.5737870002968,127.032560074906
꽃동네,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5753525801191,127.042230573419
오돌이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5743994608832,127.03033327032
여인천하,주점,일반 유흥 주점,일반 유흥 주점업,청량리동,37.5825470145989,127.043848043138
어죽이,한식,백반/한정식,한식 일반 음식점업,용신동,37.5735353400332,127.023880361675
용두동쭈꾸미,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5771985340231,127.031044175508
병천순대,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5772524966342,127.032130316744
아인스,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5763886123415,127.026786607563
아리랑식당,구내식당·뷔페,구내식당,기관 구내식당업,용신동,37.5742236401671,127.030867627514
매니아,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5746431817354,127.030386714358
손문대구막창,한식,곱창 전골/구이,한식 육류 요리 전문점,청량리동,37.5806016950812,127.043963496077
추억의연탄구이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5774724041878,127.036984304168
고가네곱창,한식,곱창 전골/구이,한식 일반 음식점업,용신동,37.5742609067352,127.037625664882
부산횟집,한식,횟집,한식 해산물 요리 전문점,용신동,37.5774466889957,127.033837317291
부여식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5771219937877,127.032698067771
임오네쭈꾸미,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5771433620548,127.03090903559
황우곱창,한식,곱창 전골/구이,한식 일반 음식점업,용신동,37.5764818084567,127.023887184525
미주호프,주점,요리 주점,기타 주점업,청량리동,37.5820329004573,127.047126673875
신가네왕코등갈비,한식,돼지고기 구이/찜,한식 일반 음식점업,용신동,37.5741167343731,127.031016183084
피자스쿨안암점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5821290135353,127.02906685964
이모네쭈꾸미,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5770714720962,127.030932609753
공간호프,주점,요리 주점,기타 주점업,용신동,37.577436682104,127.031516583345
정화네뼈우거지탕,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5827205790637,127.044140197748
김영희강남동태찜,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5713800805305,127.031323329277
어부스,주점,요리 주점,기타 주점업,용신동,37.5774250476412,127.036701881928
동아식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5730940189487,127.031561503835
고향마을갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5778150359306,127.028217173124
보리밭수제비,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.572176688874,127.024113184033
전주집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
정통녹두빈대떡,한식,전/부침개,기관 구내식당업,용신동,37.5727016364828,127.025487442374
북경중화요리,중식,중국집,중식 음식점업,용신동,37.5780794048315,127.026402316929
에스디,주점,요리 주점,기타 주점업,용신동,37.5736784281592,127.031406766583
성하갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5833436016531,127.048763007747
갯벌쭈꾸미,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5772372965199,127.039093086219
국수집,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5727016364828,127.025487442374
우리식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
나이스호프,주점,생맥주 전문,생맥주 전문점,청량리동,37.582289589494,127.044326860711
현대커피숍,비알코올 ,카페,커피 전문점,청량리동,37.5806016950812,127.043963496077
대만선,일식,일식 회/초밥,일식 음식점업,용신동,37.5751974958629,127.026575690696
고흥식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5772369874599,127.031338029778
소양강메기매운탕,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5745069307539,127.024784667143
금강산숯불갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5754277272552,127.026085891797
장금이네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
청우식당,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5873898133898,127.043253926343
한우리네,한식,백반/한정식,한식 일반 음식점업,용신동,37.5727016364828,127.025487442374
산천가든,한식,백반/한정식,한식 일반 음식점업,용신동,37.5752697423945,127.039797627322
용두식당,한식,횟집,한식 해산물 요리 전문점,용신동,37.5774529362571,127.031301268393
골뱅이,주점,요리 주점,기타 주점업,청량리동,37.5802777195689,127.044012925681
블루스리,한식,백반/한정식,한식 일반 음식점업,안암동,37.587217610702,127.029883940151
한우리,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.57372486861,127.031575975903
청마루한우,한식,소고기 구이/찜,한식 육류 요리 전문점,용신동,37.5773995596458,127.039102322285
다래,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5838449406121,127.048360349106
실비집,한식,기타 한식 음식점,한식 일반 음식점업,청량리동,37.5812068595494,127.045257772122
미림식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5820329004573,127.047126673875
사조로하이참치,일식,일식 회/초밥,한식 해산물 요리 전문점,용신동,37.573758798058,127.023662351297
대흥떡집,기타 간이,떡/한과,떡류 제조업,종암동,37.6019072022586,127.033498416478
모모곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,보문동,37.5865639258858,127.018388602078
반달식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5773769005694,127.037427064047
압구정포장마차,주점,요리 주점,기타 주점업,청량리동,37.5828197752793,127.04415025155
홍어집,한식,횟집,한식 해산물 요리 전문점,용신동,37.5712851858068,127.027452998718
양가네분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,용신동,37.5727578113448,127.023562213728
오딧세이,주점,요리 주점,기타 주점업,용신동,37.5783855398591,127.026375687887
태능숯불갈비,한식,돼지고기 구이/찜,한식 일반 음식점업,용신동,37.5760047455534,127.039324025376
산자락,한식,백반/한정식,한식 일반 음식점업,용신동,37.5748953281286,127.02599093759
대동다방,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5746664264872,127.037631767051
쏘스치킨타운,주점,요리 주점,기타 주점업,용신동,37.574776757268,127.026909472914
임오네쭈꾸미4,한식,해산물 구이/찜,한식 일반 음식점업,용신동,37.5774529362571,127.031301268393
고향집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5762167796187,127.031090860495
먹거리식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5786813663643,127.029473918146
할머니홍어집,한식,횟집,한식 해산물 요리 전문점,용신동,37.5766324854385,127.041172632286
왕가탕후루,기타 간이,그 외 기타 간이 음식점,중식 음식점업,동선동,37.5914530299313,127.017962041075
보문골한옥집,한식,백반/한정식,한식 일반 음식점업,보문동,37.582249008857,127.021773928887
미도실업,한식,백반/한정식,한식 일반 음식점업,안암동,37.5864793725437,127.028863160074
보문7,일식,일식 회/초밥,일식 음식점업,보문동,37.5790784240108,127.022992850677
현대커피호프,비알코올 ,카페,기타 비알코올 음료점업,용신동,37.5750574318336,127.030358701279
찜했堂당,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,삼선동,37.5885903730646,127.008578954173
또봉이통닭신설동점,기타 간이,치킨,치킨 전문점,용신동,37.5753569058484,127.025147174235
이디야,비알코올 ,카페,커피 전문점,보문동,37.5849318318433,127.019327149162
반미362고대안암점,동남아시아,베트남식 전문,커피 전문점,안암동,37.5873418818812,127.02965587163
경북칼국수,한식,국수/칼국수,김밥 및 기타 간이 음식점업,청량리동,37.5813946458687,127.046195091316
도깨비매운탕,한식,해산물 구이/찜,한식 일반 음식점업,청량리동,37.5825470145989,127.043848043138
웰빙한식부페,구내식당·뷔페,뷔페,한식 일반 음식점업,청량리동,37.5845934603189,127.048441399417
케익하우스이원,기타 간이,빵/도넛,제과점업,청량리동,37.5865466060806,127.042608004009
춘천닭갈비,한식,닭/오리고기 구이/찜,한식 일반 음식점업,청량리동,37.5811772283404,127.046050680843
아아수혈,비알코올 ,카페,커피 전문점,동선동,37.5949312797112,127.020158468942
호남집,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5809305287267,127.044514060519
밤안개,주점,요리 주점,기타 주점업,청량리동,37.5838495398036,127.043355848635
더줌플러스,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5834611916519,127.044357172366
온더써드,비알코올 ,카페,커피 전문점,용신동,37.5770398134135,127.027083804955
멕시카나치킨,기타 간이,치킨,치킨 전문점,청량리동,37.5880236430842,127.049212981348
지앤지치킨,기타 간이,치킨,치킨 전문점,청량리동,37.5858446919117,127.042718897133
이대감,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5754956927458,127.025586883311
휴식공간,주점,요리 주점,기타 주점업,용신동,37.5767716726322,127.041668979926
목포식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5810895528002,127.045236626448
파리바게뜨,기타 간이,빵/도넛,제과점업,종암동,37.5988274323553,127.034817928504
시노다야이자카야,주점,요리 주점,기타 주점업,삼선동,37.5876460975557,127.008795289714
피자알볼로안암돈암점,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5862717110312,127.023351743621
대장금,한식,백반/한정식,한식 일반 음식점업,종암동,37.599796998258,127.035484883749
오메카츠&차슈,일식,일식 회/초밥,일식 음식점업,동선동,37.5915547029878,127.019353484601
비비,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5763984504847,127.024703393277
풍미숯불갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5779721724355,127.027603777385
낙원떡집,기타 간이,떡/한과,떡류 제조업,삼선동,37.5917018586879,127.016464078384
비야,한식,백반/한정식,한식 일반 음식점업,안암동,37.582770428226,127.028175406418
에그맛있다,기타 간이,빵/도넛,제과점업,동선동,37.5909841925961,127.019009947455
용두감자탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5770740736907,127.031249570416
박가부대신설동역점,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5766017390615,127.024225253472
이가돈가스,서양식,경양식,일식 음식점업,동선동,37.5967738493248,127.014200426069
커피날에,비알코올 ,카페,커피 전문점,안암동,37.5875468415879,127.021738566943
만나네마라탕,중식,마라탕/훠궈,중식 음식점업,용신동,37.5752232215305,127.039617089391
굽모닝숯불바베큐,주점,요리 주점,기타 주점업,용신동,37.5759051941961,127.040378162751
하얼빈양꼬치샤브샤브,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5756088504517,127.026196742868
피자스쿨,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5913844645677,127.019468952255
자매손칼국수,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5755678174596,127.026684080036
태성정,한식,백반/한정식,한식 일반 음식점업,용신동,37.5734153466411,127.025715876157
떡고물즉석떡볶이,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,삼선동,37.5866537510985,127.009725584412
쌍둥이분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.5845595390976,127.049823161216
홍능갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5868894259779,127.042660226725
커피브라운베이커리,기타 간이,빵/도넛,제과점업,삼선동,37.5921568452616,127.014838830097
