상호명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,위도,경도
행복은간장밥,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,동선동,37.5934928320015,127.018376860751
옥천옥,한식,백반/한정식,한식 일반 음식점업,용신동,37.5724795284818,127.026962005193
청일식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5851801436869,127.04744887643
혜성칼국수,한식,국수/칼국수,한식 면 요리 전문점,청량리동,37.5834173197854,127.048965869406
홍능족발,한식,족발/보쌈,한식 일반 음식점업,청량리동,37.5820602901443,127.04494117957
카페단홍,비알코올 ,카페,커피 전문점,청량리동,37.5821691656326,127.043920807712
보문숯불갈비,한식,돼지고기 구이/찜,한식 일반 음식점업,청량리동,37.5842339921462,127.044098202146
운주식당,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5849321182805,127.050214710655
술기로운맥주생활,주점,요리 주점,기타 주점업,안암동,37.5850045219927,127.029210670993
청량리회집,한식,횟집,한식 해산물 요리 전문점,청량리동,37.5820524088456,127.043967588823
꼬치인,주점,요리 주점,기타 주점업,동선동,37.5906277420184,127.018403169569
가정식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5814459700927,127.029279524306
중앙,비알코올 ,카페,커피 전문점,용신동,37.574555936229,127.024172702665
황실제과,기타 간이,빵/도넛,제과점업,청량리동,37.5847481955209,127.043061288409
성한가든,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5881073042852,127.010068659027
선경떡방앗간,기타 간이,떡/한과,떡류 제조업,종암동,37.6008353075239,127.037951617743
미우,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5894881574946,127.018972968139
원정,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5882638471723,127.008322858538
이가한우곱창,주점,요리 주점,기타 주점업,동선동,37.5918964325146,127.017106954984
고고인디안쿠진(GOGOINDIANCUISINE),동남아시아,베트남식 전문,기타 외국식 음식점업,안암동,37.5836777294787,127.030031779102
거산프라자다원,일식,일식 회/초밥,일식 음식점업,종암동,37.5921659444027,127.036681760281
낙지사랑,한식,해산물 구이/찜,한식 일반 음식점업,종암동,37.6014231147761,127.032700609857
한솥도시락,한식,백반/한정식,한식 일반 음식점업,안암동,37.5861416844607,127.030531969503
원조바지락손칼국수,한식,국수/칼국수,한식 면 요리 전문점,종암동,37.5950180630061,127.036169387878
돈암떡집,기타 간이,떡/한과,떡류 제조업,삼선동,37.5914776092828,127.015504540844
이조,한식,백반/한정식,한식 일반 음식점업,종암동,37.6014187514779,127.0321683952
이뿌니뿌니,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,삼선동,37.5889188694024,127.00799712371
농월정,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5903585891442,127.018542583329
카페소울,비알코올 ,카페,커피 전문점,보문동,37.5862472091012,127.019309892372
뚜레쥬르카페,기타 간이,빵/도넛,제과점업,안암동,37.5853737236443,127.029183231296
투고샐러드,기타 간이,토스트/샌드위치/샐러드,김밥 및 기타 간이 음식점업,동선동,37.591490713597,127.020328136833
또와분식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.6025550531845,127.031191041638
카페지오,비알코올 ,카페,커피 전문점,동선동,37.5917647181164,127.018603381609
땡큐떡볶이,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5937745388995,127.017580498059
큰집닭강정,기타 간이,치킨,치킨 전문점,종암동,37.5999386505398,127.035177288271
서울돈까스,서양식,경양식,김밥 및 기타 간이 음식점업,보문동,37.5862550628055,127.018086947691
별미식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5784333336053,127.027801565752
엄가네영양순대국,한식,국/탕/찌개류,한식 일반 음식점업,보문동,37.5816579517211,127.021124991659
커피마마,비알코올 ,카페,커피 전문점,종암동,37.5982673848483,127.033545501214
본크레페,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,동선동,37.591986092867,127.018136212034
등마루포차,주점,일반 유흥 주점,한식 일반 음식점업,동선동,37.5919517146542,127.017253433026
손가네떡,기타 간이,떡/한과,떡류 제조업,동선동,37.5892566634684,127.021478403789
돈암한우식당,한식,소고기 구이/찜,한식 육류 요리 전문점,동선동,37.5942644000028,127.016894628841
삼선꼬마김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,삼선동,37.5880080140128,127.012198673001
와글즈비어,주점,요리 주점,기타 주점업,삼선동,37.5866537510985,127.009725584412
양평사철탕,한식,백반/한정식,한식 일반 음식점업,보문동,37.579251489084,127.022130151406
현고대닭발,한식,닭/오리고기 구이/찜,한식 일반 음식점업,삼선동,37.5909463884058,127.016632546907
쿠쿠치치,주점,요리 주점,기타 주점업,삼선동,37.5873975413558,127.009240173937
꼬꼬댁꼬꼬,기타 간이,치킨,치킨 전문점,삼선동,37.5879771331043,127.007443479523
행복칼국수,한식,국수/칼국수,한식 면 요리 전문점,보문동,37.5802359612169,127.021324756628
진미가,한식,백반/한정식,한식 일반 음식점업,보문동,37.5881124175421,127.018232391565
할매숯불닭갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5910319997638,127.017174940295
비나케이크,기타 간이,빵/도넛,제과점업,보문동,37.5882678375808,127.018502100014
햇살가득한집,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5939642631075,127.019808787741
대왕참치,일식,일식 회/초밥,한식 해산물 요리 전문점,종암동,37.5988126794872,127.034115998549
돈까스하우스,서양식,경양식,한식 일반 음식점업,안암동,37.5869907922067,127.029694397544
문화식당,서양식,경양식,서양식 음식점업,동선동,37.5910668946066,127.020288399079
봉현마늘보쌈칡냉면칼국수,한식,족발/보쌈,한식 일반 음식점업,동선동,37.5921868523453,127.013037997632
이공탄,일식,일식 회/초밥,일식 음식점업,안암동,37.5831466173398,127.028997032746
공푸,중식,중국집,중식 음식점업,삼선동,37.5887794102441,127.016094908545
구룡포계절회집,한식,횟집,한식 해산물 요리 전문점,동선동,37.5899724698562,127.017619153783
베나레스,동남아시아,베트남식 전문,기타 외국식 음식점업,안암동,37.5848990151358,127.029529068695
무한사케무사,주점,요리 주점,기타 주점업,안암동,37.584415109957,127.029852376314
디어브레드,기타 간이,빵/도넛,제과점업,안암동,37.587315947824,127.028693772198
국수먹는꼴뚜기,한식,국수/칼국수,한식 면 요리 전문점,안암동,37.5854500941583,127.030801356337
고른햇살,한식,백반/한정식,한식 일반 음식점업,안암동,37.5869977538889,127.029445207119
아사삭,주점,요리 주점,기타 주점업,동선동,37.5912863373671,127.017420709714
마이버터드림,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,안암동,37.5865576520569,127.024151916317
우리집칼국수,한식,국수/칼국수,한식 면 요리 전문점,보문동,37.5805727748541,127.022826140477
블럭앤블럭카페,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5977788095238,127.014776033435
삼성웰스토리고려대학교신의학관,구내식당·뷔페,구내식당,기관 구내식당업,안암동,37.5884849860916,127.031701809695
만선참치,일식,일식 회/초밥,한식 해산물 요리 전문점,동선동,37.5914736498402,127.017191779087
세계맥주502,주점,요리 주점,기타 주점업,보문동,37.579780795619,127.021851509585
맥주창고,주점,생맥주 전문,생맥주 전문점,안암동,37.5851807281874,127.029819795198
드록바,주점,요리 주점,기타 주점업,안암동,37.5856943605578,127.029824451433
마산전집,주점,요리 주점,기타 주점업,삼선동,37.5902222134508,127.014071707492
본점,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5874438015367,127.008311092864
이모네빈대떡,주점,요리 주점,기타 주점업,동선동,37.5943115216702,127.017143133115
아벡데프리츠,주점,요리 주점,기타 주점업,동선동,37.5906277420184,127.018403169569
알콩김밥달콩라면,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.5955245718563,127.035302228661
더씨,중식,중국집,중식 음식점업,안암동,37.5869806658445,127.029558656269
브라운브릭스,비알코올 ,카페,커피 전문점,종암동,37.5981549905603,127.0297306246
다담떡,기타 간이,떡/한과,떡류 제조업,삼선동,37.5885867693153,127.016765499032
안암동김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,안암동,37.5883820443618,127.029042252338
현,주점,요리 주점,기타 주점업,삼선동,37.5912428923106,127.015451015975
블랙앤화이트,주점,일반 유흥 주점,일반 유흥 주점업,삼선동,37.5887345974292,127.017205150665
무교동낙지,한식,해산물 구이/찜,한식 해산물 요리 전문점,삼선동,37.5902649260271,127.015950797263
한솥도시락고대원룸촌점,한식,백반/한정식,한식 일반 음식점업,안암동,37.5873218150922,127.029407030997
금강민물매운탕,한식,해산물 구이/찜,한식 일반 음식점업,종암동,37.5989730313199,127.036095721777
써브웨이,기타 간이,토스트/샌드위치/샐러드,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5911690848478,127.019573688203
바다식당,한식,횟집,한식 해산물 요리 전문점,청량리동,37.5807484359016,127.04316909401
수유리우동집,일식,일식 면 요리,김밥 및 기타 간이 음식점업,동선동,37.5919656787661,127.016766340116
좋은아침PASTRY,기타 간이,빵/도넛,제과점업,용신동,37.5777779086215,127.03357264676
할매순대국고려대점,한식,국/탕/찌개류,한식 일반 음식점업,안암동,37.5830467681927,127.0289077526
다유,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5946844464352,127.016481442916
가정쌈밥,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5881484192926,127.017144920876
뽀빠이생고기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,보문동,37.5799850105807,127.021486544767
엄자손만두,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.5972559613347,127.035472388299
고려막창,한식,곱창 전골/구이,한식 일반 음식점업,종암동,37.5951241912977,127.037028640533
이립스,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5894155174512,127.018905983071
도야짬뽕한성대역점,중식,중국집,한식 일반 음식점업,삼선동,37.5881289184068,127.006207269852
만화카페통툰안암점,비알코올 ,카페,커피 전문점,안암동,37.583687836975,127.029069258551
혜화면옥,한식,냉면/밀면,한식 일반 음식점업,삼선동,37.5908332454803,127.01387115077
쎄시봉7080,주점,요리 주점,기타 주점업,동선동,37.5927499152969,127.017888381223
설빙,비알코올 ,카페,기타 비알코올 음료점업,안암동,37.5856441005556,127.029191042364
썬더치킨,기타 간이,치킨,기타 주점업,안암동,37.5881057309575,127.029408174473
커피명가안암점,비알코올 ,카페,커피 전문점,안암동,37.5808755203534,127.023478847785
건너편춘자,주점,요리 주점,기타 주점업,안암동,37.5843741557054,127.03035109045
청연염소골,한식,기타 한식 음식점,한식 일반 음식점업,용신동,37.5762614135677,127.038754672327
성북구사회적기업협의회,비알코올 ,카페,커피 전문점,삼선동,37.5856434131173,127.007440500408
최진사댁두부마을,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5889065305908,127.017293473965
이든푸드서비스,구내식당·뷔페,구내식당,기관 구내식당업,보문동,37.5806932823415,127.022145259333
성신여자대학교총동창회,비알코올 ,카페,커피 전문점,동선동,37.5916756956202,127.021990256385
요리왕,중식,중국집,중식 음식점업,보문동,37.5884220333711,127.018624627485
한국맥도날드안암점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5844010743074,127.029241152303
한국맥도날드종암SK점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",종암동,37.5957734707935,127.035989783309
델리후레쉬고려대점,구내식당·뷔페,구내식당,기관 구내식당업,안암동,37.5884849860916,127.031701809695
